Queryila	Hitita	Kailavsita	Ksilavsita	KaKsilavsita	NJtree	Ath_annotation	Annotated_EST	Viridiplantae_annotation
ila8161	ita10257	0.0068	0.1282	0.0530421216848674	(ita,ila)	AT5G57410.1	ita10257	832873	
ila9994	ita9886	0.0163	0.1639	0.099450884685784	(ita,ila)	AT5G62690.1	ita9886	571686	
ila8452	ita34965	0.0956	0.1632	0.58578431372549	(ita,ila)	AT4G18750.1	ita34965	555983	
ila28652	ita14809	0.3528	2.5275	0.139584569732938	(ila,ita)	AT3G19430.1	ila28652	436170	
ila14677	ita35675	0.0307	0.0967	0.317476732161324	(ita,ila)	AT1G09980.1	ita35675	761452	
ila217871	ita32973	0.0129	0.1523	0.0847012475377544	(ila,ita)	none	ila217871	530171	
ila212887	ita14797	0.2506	1.0143	0.247066942719117	(ila,ita)	none	ila212887	553049	
ila27508	ita15890	0.1587	0.7450	0.213020134228188	(ila,ita)	none	ila27508	474233	
ila218954	ita6369	0.0037	0.1016	0.0364173228346457	(ita,ila)	AT3G10340.1	ita6369	576132	
ila35140	ita37524	0.0196	0.1105	0.17737556561086	(ita,ila)	none	ita37524	568137	
ila18590	ita36742	0.0048	0.0919	0.0522306855277476	(ila,ita)	AT5G66080.1	ila18590	689727	
ila232804	ita26232	0.0245	0.1242	0.197262479871176	(ila,ita)	AT3G10740.1	ila232804	697043	
ila8430	ita2495	0.1333	0.1591	0.837837837837838	(ila,ita)	none	ila8430	558221	
ila22277	ita20883	0.0311	0.1435	0.216724738675958	(ita,ila)	AT5G43670.1	ita20883	701972	
ila34042	ita10555	0.0753	0.1971	0.382039573820396	(ila,ita)	none	ila34042	562091	
ila37249	ita19177	0.0191	0.0975	0.195897435897436	(ita,ila)	none	ita19177	568303	
ila34118	ita14287	0.0222	0.1061	0.20923656927427	(ila,ita)	AT1G08840.1	ila34118	825413	
ila20630	ita14065	0.0209	0.2007	0.104135525660189	(ita,ila)	none	ita14065	692677	
ila217117	ita23288	0.0151	0.3134	0.0481812380344608	(ila,ita)	AT4G25835.1	ila217117	748784	
ila8098	ita2192	0.0145	0.1916	0.075678496868476	(ita,ila)	none	ita21926	548889	
ila25204	ita23628	0.0412	0.1021	0.403525954946131	(ita,ila)	none	ita23628	688339	
ila230578	ita10266	0.0115	0.2128	0.0540413533834586	(ita,ila)	AT5G62300.1	ita10266	362615	
ila232625	ita29574	0.0526	0.3668	0.14340239912759	(ita,ila)	none	ita29574	690458	
ila1599	ita28937	0.0283	0.0924	0.306277056277056	(ita,ila)	AT3G06810.1	ita28937	702021	
ila2970	ita10299	0.0072	0.1572	0.0458015267175573	(ita,ila)	AT1G51600.2	ita10299	574973	
ila25361	ita36398	0.0723	0.2180	0.331651376146789	(ita,ila)	none	ita36398	702647	
ila2428	ita2312	0.0318	0.1289	0.246702870442203	(ila,ita)	AT5G14220.1	ila2428	690432	
ila230504	ita33538	1.3275	15.7760	0.0841468052738337	(ita,ila)	none	ita33538	547261	
ila3603	ita25773	0.0124	0.0864	0.143518518518519	(ila,ita)	AT5G57170.1	ila3603	709769	
ila233051	ita25320	0.0044	0.1290	0.0341085271317829	(ila,ita)	AT5G13110.1	ila233051	689076	
ila16415	ita22111	0.0319	0.1601	0.199250468457214	(ita,ila)	AT5G18420.1	ita22111	25620	
ila226307	ita19165	0.0389	0.1115	0.348878923766816	(ila,ita)	none	ila226307	558288	
ila21836	ita38135	0.0095	0.0649	0.146379044684129	(ita,ila)	AT1G26160.1	ita38135	661567	
ila21353	ita19027	0.0450	0.0980	0.459183673469388	(ita,ila)	none	ita19027	693501	
ila233000	ita37657	0.0052	0.1278	0.0406885758998435	(ila,ita)	none	ila233000	707120	
ila232677	ita23438	1.0623	69.4218	0.0153021097119349	(ila,ita)	AT5G49060.1	ila232677	563198	
ila229917	ita21239	0.0205	0.1293	0.158546017014695	(ita,ila)	AT3G56460.1	ita21239	694956	
ila20773	ita6576	0.1377	0.1657	0.831019915509958	(ila,ita)	none	ila20773	688055	
ila4980	ita22952	0.0111	0.2079	0.0533910533910534	(ila,ita)	AT3G28690.2	ila4980	701310	
ila22428	ita3037	0.0687	0.1725	0.398260869565217	(ita,ila)	AT5G27740.1	ita3037	574042	
ila214403	ita37714	0.0167	0.1118	0.149373881932021	(ita,ila)	none	ita37714	706301	
ila211740	ita17988	0.0338	0.1737	0.194588370754174	(ila,ita)	none	ila211740	640038	
ila12312	ita22411	0.0260	0.1380	0.188405797101449	(ita,ila)	AT3G63400.2	ita22411	547836	
ila33986	ita28956	0.0397	0.0799	0.496871088861076	(ita,ila)	none	ita28956	548793	
ila32658	ita24743	0.0357	0.1396	0.255730659025788	(ila,ita)	AT2G33040.1	ila32658	614895	
ila17269	ita27956	0.0294	0.1205	0.243983402489627	(ita,ila)	AT3G18270.1	ita27956	697485	
ila36169	ita36624	0.0001	0.1015	0.000985221674876847	(ila,ita)	AT1G63780.1	ila36169	571049	
ila26253	ita25457	0.1692	0.8456	0.200094607379376	(ila,ita)	none	ila26253	43758	
ila33216	ita18313	0.1342	0.2747	0.488532945030943	(ila,ita)	none	ila33216	3495	
ila34377	ita24198	0.0139	0.0956	0.145397489539749	(ila,ita)	none	ila34377	12565	
ila220934	ita25158	0.0140	0.0680	0.205882352941176	(ila,ita)	AT5G01310.1	ila220934	571486	
ila34799	ita11880	0.0336	0.1062	0.31638418079096	(ila,ita)	AT4G34430.2	ila34799	698019	
ila33169	ita15684	0.0011	0.1240	0.00887096774193548	(ita,ila)	AT4G29040.1	ita15684	704578	
ila230127	ita18989	0.0258	0.0678	0.380530973451327	(ita,ila)	none	ita18989	698040	
ila11138	ita23677	0.0146	0.1059	0.137865911237016	(ita,ila)	none	ita23677	701269	
ila229431	ita9165	0.0744	0.6340	0.117350157728707	(ita,ila)	none	ita9165	799085	
ila17464	ita27332	0.0137	0.1823	0.0751508502468459	(ita,ila)	none	ita27332	701595	
ila6635	ita28244	0.0191	0.1340	0.142537313432836	(ita,ila)	AT1G56190.1	ita28244	707463	
ila24697	ita26058	0.0110	0.1733	0.0634737449509521	(ita,ila)	none	ita26058	373003	
ila11778	ita18500	0.0285	0.1279	0.222830336200156	(ita,ila)	none	ita18500	697809	
ila1122	ita19711	0.0259	0.1525	0.16983606557377	(ila,ita)	AT5G66470.1	ila1122	673673	
ila24440	ita30868	0.0095	0.1115	0.0852017937219731	(ila,ita)	none	ila24440	692829	
ila222976	ita7729	0.0314	0.1248	0.251602564102564	(ita,ila)	AT4G39110.1	ita7729	568565	
ila34079	ita1683	0.0106	0.0400	0.265	(ita,ila)	none	ita1683	553436	
ila35528	ita33269	0.9926	3.5257	0.281532745270443	(ila,ita)	AT3G55160.1	ila35528	706526	
ila31935	ita7310	0.0186	0.1278	0.145539906103286	(ita,ila)	AT2G47250.1	ita7310	559221	
ila32467	ita33134	0.0463	0.0906	0.511037527593819	(ita,ila)	AT1G10830.1	ita33134	553881	
ila34311	ita37154	0.8028	72.1234	0.01113092283503	(ita,ila)	none	ita37154	624741	
ila19511	ita2865	0.0663	0.1661	0.399157134256472	(ila,ita)	none	ila19511	706700	
ila34215	ita7646	0.0082	0.1162	0.0705679862306368	(ila,ita)	AT2G28910.1	ila34215	579339	
ila226103	ita7078	0.0119	0.1671	0.071214841412328	(ita,ila)	none	ita7078	506064	
ila22375	ita17926	0.0144	0.0888	0.162162162162162	(ila,ita)	AT1G54115.1	ila223759	703493	
ila27473	ita18177	0.0111	0.1158	0.0958549222797928	(ita,ila)	AT3G21160.1	ita18177	699630	
ila26426	ita33631	0.0084	0.0656	0.128048780487805	(ita,ila)	none	ita33631	707990	
ila24094	ita27484	0.0217	0.1444	0.150277008310249	(ita,ila)	none	ita27484	562252	
ila21664	ita6087	1.1491	68.1455	0.0168624487310241	(ita,ila)	none	ita6087	308807	
ila7701	ita31257	0.0425	0.1629	0.260896255371394	(ita,ila)	none	ita31257	561872	
ila24794	ita31564	0.0369	0.1264	0.291930379746835	(ila,ita)	none	ila24794	104158	
ila6605	ita26007	0.7627	66.0389	0.0115492535460161	(ita,ila)	AT1G55460.1	ita26007	336825	
ila15966	ita23727	0.0346	0.1585	0.218296529968454	(ila,ita)	AT4G34100.1	ila15966	827179	
ila13854	ita4456	0.0279	0.1555	0.179421221864952	(ila,ita)	none	ila13854	19733	
ila32329	ita30897	0.0355	0.1194	0.297319932998325	(ita,ila)	AT5G57940.2	ita30897	706948	
ila225657	ita35546	0.0160	0.1637	0.0977397678680513	(ita,ila)	none	ita35546	222630	
ila35774	ita22914	0.1636	0.1601	1.02186133666458	(ita,ila)	none	ita22914	693094	
ila231123	ita7454	0.0106	0.1674	0.0633213859020311	(ila,ita)	AT5G57700.2	ila231123	699939	
ila220102	ita9097	0.0235	0.0719	0.326842837273992	(ita,ila)	AT4G02600.2	ita9097	691211	
ila2499	ita24967	0.0059	0.0869	0.0678941311852704	(ila,ita)	none	ila2499	655753	
ila6556	ita23723	0.0095	0.1155	0.0822510822510822	(ila,ita)	AT3G50530.1	ila6556	566011	
ila23449	ita2497	0.0112	0.0786	0.142493638676845	(ila,ita)	AT5G54260.1	ila23449	506625	
ila28875	ita33455	0.0184	0.1222	0.150572831423895	(ila,ita)	AT4G31780.2	ila28875	850408	
ila5491	ita32228	0.0180	0.1017	0.176991150442478	(ita,ila)	none	ita32228	820458	
ila13426	ita6269	0.0129	0.0567	0.227513227513228	(ita,ila)	AT4G16580.1	ita6269	568351	
ila34407	ita7110	0.0122	0.0935	0.13048128342246	(ita,ila)	none	ita7110	700383	
ila232082	ita19330	0.3210	0.8673	0.370114147353857	(ita,ila)	AT2G26750.1	ita19330	877238	
ila33832	ita297	0.0056	0.1290	0.0434108527131783	(ila,ita)	AT3G48560.1	ila33832	701812	
ila8543	ita30574	0.0056	0.0706	0.0793201133144476	(ita,ila)	AT3G57290.1	ita30574	562892	
ila22444	ita35458	0.0299	0.1629	0.183548189073051	(ila,ita)	none	ila22444	557240	
ila16064	ita6036	0.0703	0.2214	0.317524841915086	(ita,ila)	AT5G54200.1	ita6036	240120	
ila23353	ita26526	0.0435	0.1641	0.26508226691042	(ita,ila)	none	ita26526	654101	
ila34328	ita35586	0.0751	0.1366	0.549780380673499	(ila,ita)	none	ila34328	688833	
ila10563	ita3605	0.0160	0.1045	0.15311004784689	(ita,ila)	AT5G13420.1	ita3605	797623	
ila35920	ita8694	0.0104	0.1192	0.087248322147651	(ita,ila)	none	ita8694	706906	
ila232333	ita21971	0.0452	0.1010	0.447524752475247	(ita,ila)	none	ita21971	553049	
ila11506	ita4147	0.2498	0.5929	0.42131894079946	(ita,ila)	AT3G57000.1	ita4147	570636	
ila18656	ita9364	0.0066	0.0719	0.0917941585535466	(ita,ila)	AT3G05190.1	ita9364	696549	
ila14621	ita13520	0.0862	0.1673	0.515242080095637	(ila,ita)	none	ila14621	690976	
ila228350	ita11323	0.0105	0.1497	0.0701402805611222	(ila,ita)	none	ila228350	567883	
ila231938	ita26042	0.1114	0.1857	0.599892299407647	(ila,ita)	none	ila231938	700062	
ila11077	ita21519	0.0227	0.1204	0.188538205980066	(ita,ila)	AT5G04590.1	ita21519	236812	
ila29346	ita20139	0.0299	0.1611	0.185599006828057	(ita,ila)	none	ita20139	703711	
ila8222	ita21644	0.0302	0.0971	0.311019567456231	(ita,ila)	AT5G40270.1	ita21644	579801	
ila35661	ita36919	0.0202	0.0941	0.214665249734325	(ila,ita)	none	ila35661	688399	
ila11772	ita31356	0.0592	0.1684	0.351543942992874	(ita,ila)	AT1G22400.1	ita31356	699418	
ila10419	ita14471	0.0240	0.0978	0.245398773006135	(ila,ita)	AT5G08110.1	ila10419	692658	
ila7943	ita35172	0.0181	0.0748	0.241978609625668	(ita,ila)	AT5G08170.1	ita35172	833731	
ila4735	ita36485	0.0207	0.0980	0.211224489795918	(ita,ila)	none	ita36485	706936	
ila223626	ita16165	0.0292	0.1313	0.222391469916222	(ita,ila)	none	ita16165	282984	
ila208975	ita32980	0.0178	0.0300	0.593333333333333	(ila,ita)	none	ila208975	564274	
ila10329	ita32012	0.0775	0.2149	0.36063285248953	(ila,ita)	AT4G34260.1	ila10329	708552	
ila233081	ita24029	0.0220	0.1292	0.170278637770898	(ita,ila)	none	ita24029	707304	
ila17025	ita12593	0.0102	0.2330	0.0437768240343348	(ita,ila)	AT3G45240.2	ita12593	201403	
ila232594	ita1899	0.0144	0.1066	0.135084427767355	(ila,ita)	AT5G10200.1	ila232594	578916	
ila29918	ita21454	0.0107	0.1453	0.0736407432897453	(ila,ita)	AT4G28450.1	ila29918	565532	
ila220419	ita2592	0.0349	0.1767	0.197509903791737	(ila,ita)	none	ila220419	868757	
ila8005	ita26136	0.1084	0.2119	0.511562057574327	(ila,ita)	none	ila8005	708251	
ila15021	ita22476	0.0020	0.1159	0.0172562553925798	(ita,ila)	none	ita22476	697128	
ila232170	ita23924	0.0571	0.2638	0.216451857467779	(ila,ita)	none	ila232170	696138	
ila225455	ita34234	0.0103	0.1290	0.0798449612403101	(ita,ila)	AT3G56630.1	ita34234	692366	
ila26488	ita7553	0.0094	0.1297	0.0724749421742483	(ita,ila)	AT2G27100.1	ita7553	569990	
ila27278	ita10192	0.0146	0.1477	0.0988490182802979	(ita,ila)	AT2G05160.1	ita10192	553980	
ila225960	ita711	0.0031	0.1511	0.0205162144275314	(ita,ila)	AT5G64670.1	ita7118	699257	
ila22584	ita35600	0.0197	0.1263	0.155977830562154	(ita,ila)	none	ita35600	555924	
ila787	ita29680	0.0290	0.0951	0.304942166140904	(ita,ila)	AT1G28140.1	ita29680	706692	
ila6361	ita25304	0.0140	0.1329	0.105342362678706	(ila,ita)	AT3G08650.2	ila6361	688392	
ila36290	ita29946	0.0534	0.3070	0.173941368078176	(ita,ila)	none	ita29946	706640	
ila219265	ita26511	0.0001	0.0943	0.00106044538706257	(ita,ila)	none	ita26511	709586	
ila36137	ita17428	0.0117	0.0588	0.198979591836735	(ila,ita)	AT5G62460.1	ila36137	693534	
ila18744	ita24419	0.0477	0.0760	0.627631578947368	(ila,ita)	none	ila18744	584076	
ila21447	ita11575	0.0511	0.1334	0.383058470764618	(ila,ita)	AT5G01510.1	ila21447	226993	
ila226501	ita15030	0.0199	0.1249	0.159327461969576	(ila,ita)	none	ila226501	391245	
ila228988	ita22249	0.0152	0.1557	0.0976236351958895	(ita,ila)	none	ita22249	663854	
ila21783	ita12776	0.0108	0.0944	0.114406779661017	(ila,ita)	AT1G28060.1	ila21783	10967	
ila29866	ita10535	0.0197	0.1526	0.129095674967235	(ita,ila)	none	ita10535	576438	
ila3233	ita19071	0.0119	0.0944	0.126059322033898	(ila,ita)	AT1G03910.1	ila32330	556318	
ila7196	ita20404	1.0817	21.5216	0.0502611330012638	(ita,ila)	none	ita20404	696433	
ila6338	ita11317	0.0188	0.0298	0.630872483221476	(ila,ita)	AT5G55990.1	ila6338	901212	
ila19418	ita14973	0.0393	0.1728	0.227430555555556	(ita,ila)	AT1G78130.1	ita14973	16252	
ila37062	ita20727	0.0182	0.0912	0.199561403508772	(ila,ita)	AT1G70070.1	ila37062	866486	
ila24723	ita10666	0.0425	0.1270	0.334645669291339	(ila,ita)	AT5G66030.2	ila24723	598872	
ila36603	ita34004	0.0967	0.3487	0.277315744192716	(ita,ila)	none	ita34004	690850	
ila36912	ita10345	0.0251	0.1589	0.157960981749528	(ita,ila)	AT1G80480.1	ita10345	687537	
ila30026	ita9072	0.0314	0.1373	0.228696285506191	(ita,ila)	none	ita9072	692930	
ila225921	ita36532	0.0250	0.2841	0.0879971840901091	(ita,ila)	none	ita36532	701198	
ila32350	ita38807	0.0121	0.1104	0.109601449275362	(ila,ita)	none	ila32350	558198	
ila9410	ita970	0.0001	0.0825	0.00121212121212121	(ila,ita)	none	ila9410	703052	
ila28564	ita8914	0.0171	0.0651	0.262672811059908	(ita,ila)	none	ita8914	710050	
ila220441	ita24516	0.2390	0.5326	0.448742020277882	(ita,ila)	none	ita24516	691673	
ila36730	ita5627	0.0068	0.0896	0.0758928571428571	(ita,ila)	AT1G43700.1	ita5627	567420	
ila11122	ita3767	0.0160	0.1484	0.107816711590297	(ila,ita)	AT5G46110.1	ila11122	695131	
ila19647	ita13615	0.0079	0.1356	0.058259587020649	(ila,ita)	AT1G52570.1	ila19647	707641	
ila7725	ita8121	0.0290	0.1498	0.193591455273698	(ila,ita)	AT1G18500.1	ila7725	701554	
ila8673	ita13029	0.0064	0.0688	0.0930232558139535	(ila,ita)	AT5G21090.1	ila8673	44958	
ila231407	ita15670	0.0276	0.0836	0.330143540669856	(ita,ila)	none	ita15670	573097	
ila231813	ita3143	0.0322	0.1732	0.185912240184758	(ita,ila)	AT1G57560.1	ita3143	419931	
ila33828	ita20699	0.0001	0.1356	0.000737463126843658	(ila,ita)	AT2G37620.2	ila33828	826609	
ila29320	ita9244	0.0915	0.2945	0.310696095076401	(ila,ita)	none	ila29320	697614	
ila9183	ita26185	0.0047	0.0263	0.178707224334601	(ila,ita)	AT1G18030.1	ila9183	857842	
ila25121	ita21142	0.0205	0.1093	0.187557182067704	(ita,ila)	AT2G20860.1	ita21142	558789	
ila16982	ita37986	0.0341	0.1425	0.239298245614035	(ita,ila)	none	ita37986	574361	
ila5106	ita14296	0.0993	0.1565	0.634504792332268	(ita,ila)	none	ita14296	845321	
ila11357	ita28539	0.0095	0.0950	0.1	(ita,ila)	none	ita28539	696419	
ila210359	ita37867	0.0203	0.1356	0.149705014749263	(ila,ita)	AT5G13120.1	ila210359	17638	
ila22266	ita14495	0.0372	0.3376	0.110189573459716	(ita,ila)	AT5G43370.1	ita14495	102659	
ila228406	ita22612	0.0205	0.1424	0.143960674157303	(ita,ila)	AT5G36170.2	ita22612	696309	
ila1827	ita11028	0.0101	0.3386	0.0298287064382752	(ila,ita)	none	ila18277	691166	
ila227889	ita33628	0.0001	0.0519	0.00192678227360308	(ila,ita)	AT2G39590.1	ila227889	2158	
ila11217	ita2100	0.0362	0.0892	0.405829596412556	(ita,ila)	none	ita2100	309588	
ila222829	ita31082	0.0362	0.1344	0.269345238095238	(ita,ila)	AT3G57630.2	ita31082	215450	
ila9516	ita17706	0.1017	0.2404	0.423044925124792	(ila,ita)	AT3G54840.1	ila9516	863576	
ila32768	ita37768	0.0098	0.0833	0.117647058823529	(ita,ila)	AT3G48000.1	ita37768	455828	
ila34436	ita31449	0.0186	0.1114	0.166965888689408	(ita,ila)	AT5G06800.1	ita31449	5890	
ila222842	ita5250	0.0359	0.1302	0.275729646697389	(ita,ila)	none	ita5250	558288	
ila224274	ita23770	0.0387	0.0579	0.66839378238342	(ila,ita)	none	ila224274	558221	
ila225445	ita17295	0.0634	0.1649	0.3844754396604	(ila,ita)	none	ila225445	691143	
ila22379	ita15989	0.0553	0.1877	0.294619072988812	(ita,ila)	none	ita15989	703311	
ila231360	ita8857	0.1610	0.2164	0.743992606284658	(ita,ila)	none	ita8857	699295	
ila24568	ita35234	0.0168	0.1124	0.149466192170818	(ita,ila)	AT4G20280.1	ita35234	722707	
ila218615	ita2437	0.0181	0.0701	0.258202567760342	(ila,ita)	AT5G10200.1	ila218615	751678	
ila34936	ita17748	0.0558	0.2076	0.26878612716763	(ita,ila)	none	ita17748	708988	
ila35160	ita28433	0.0228	0.1177	0.193712829226848	(ila,ita)	none	ila35160	694734	
ila26416	ita4353	0.0690	0.2210	0.312217194570136	(ila,ita)	AT3G52390.2	ila26416	773686	
ila229993	ita13927	0.0204	0.1399	0.145818441744103	(ila,ita)	none	ila229993	678966	
ila15998	ita16057	0.0278	0.0685	0.405839416058394	(ila,ita)	none	ila15998	191513	
ila228819	ita25493	0.0196	0.1361	0.144011756061719	(ita,ila)	none	ita25493	552369	
ila31026	ita18430	0.0643	0.2063	0.311682016480853	(ila,ita)	AT2G28310.2	ila31026	25055	
ila22999	ita16458	1.2089	68.8835	0.0175499212438392	(ila,ita)	AT4G02580.1	ila229990	734777	
ila36984	ita26999	0.0302	0.1037	0.29122468659595	(ila,ita)	none	ila36984	709309	
ila232436	ita30762	0.0138	0.0882	0.156462585034014	(ila,ita)	none	ila232436	619895	
ila28015	ita22283	0.0454	0.0867	0.523644752018455	(ila,ita)	AT2G34840.1	ila28015	548843	
ila7664	ita22054	0.0029	0.0586	0.0494880546075085	(ita,ila)	AT1G75440.1	ita22054	360693	
ila228645	ita38159	0.5106	0.8087	0.63138370223816	(ila,ita)	none	ila228645	704330	
ila16677	ita34419	0.0188	0.1217	0.154478225143796	(ila,ita)	AT4G24670.2	ila16677	566422	
ila33757	ita22147	0.0379	0.1233	0.307380373073804	(ita,ila)	AT1G58280.1	ita22147	707571	
ila27171	ita4397	0.0232	0.1196	0.193979933110368	(ila,ita)	AT4G13590.1	ila27171	553363	
ila34780	ita31240	0.0454	0.0849	0.534746760895171	(ila,ita)	none	ila34780	694210	
ila23355	ita17423	0.0311	0.2596	0.11979969183359	(ila,ita)	none	ila23355	884972	
ila13735	ita38287	0.0212	0.0958	0.221294363256785	(ila,ita)	AT1G10600.1	ila13735	568860	
ila17687	ita19578	0.0055	0.0675	0.0814814814814815	(ita,ila)	AT1G13770.1	ita19578	575177	
ila10385	ita161	0.1975	0.4214	0.468675842429995	(ita,ila)	none	ita16159	607139	
ila7892	ita9215	0.0104	0.1402	0.0741797432239658	(ila,ita)	none	ila7892	108576	
ila229701	ita23759	0.0264	0.1168	0.226027397260274	(ila,ita)	AT1G50900.1	ila229701	150450	
ila18705	ita27459	0.0422	0.1120	0.376785714285714	(ila,ita)	AT1G53590.1	ila18705	111924	
ila1450	ita4525	0.0053	0.1038	0.0510597302504817	(ita,ila)	AT5G12860.1	ita4525	3834	
ila230777	ita29520	0.0257	0.0830	0.309638554216867	(ita,ila)	AT3G63250.1	ita29520	694249	
ila21833	ita13212	0.0197	0.1260	0.156349206349206	(ita,ila)	AT2G37330.1	ita13212	754341	
ila26922	ita2881	0.0405	0.1415	0.286219081272085	(ila,ita)	none	ila26922	694217	
ila3064	ita24906	0.0565	0.1243	0.454545454545455	(ita,ila)	AT4G31970.1	ita24906	9978	
ila17336	ita24672	0.0002	0.2025	0.000987654320987654	(ita,ila)	AT1G15960.1	ita24672	876657	
ila17219	ita16707	0.0319	0.1264	0.252373417721519	(ila,ita)	AT4G35360.1	ila17219	869046	
ila1087	ita27354	0.0302	0.1928	0.156639004149378	(ita,ila)	AT1G22370.2	ita27354	699422	
ila16665	ita2920	0.0081	0.0901	0.0899001109877913	(ita,ila)	AT5G54290.1	ita29206	702400	
ila34916	ita29388	0.0045	0.1143	0.0393700787401575	(ila,ita)	AT1G64190.1	ila34916	553269	
ila19010	ita20259	0.0654	0.1190	0.549579831932773	(ila,ita)	AT3G25585.4	ila19010	487255	
ila226513	ita21500	0.0405	0.1362	0.297356828193833	(ila,ita)	AT1G18690.1	ila226513	190812	
ila13085	ita30176	0.0217	0.0899	0.241379310344828	(ita,ila)	AT1G12770.1	ita30176	554991	
ila10123	ita5460	0.0230	0.1325	0.173584905660377	(ita,ila)	AT5G57380.1	ita5460	226512	
ila27243	ita22760	0.0181	0.1205	0.150207468879668	(ila,ita)	AT4G14850.1	ila27243	554211	
ila20937	ita31738	0.0481	0.0869	0.553509781357883	(ita,ila)	none	ita31738	563682	
ila8617	ita28519	0.0167	0.1021	0.16356513222331	(ila,ita)	AT1G19270.1	ila8617	699748	
ila231738	ita31178	0.0229	0.0667	0.343328335832084	(ila,ita)	none	ila231738	870644	
ila8591	ita36000	0.0086	0.1166	0.0737564322469983	(ita,ila)	AT1G19100.1	ita36000	559539	
ila12068	ita32899	0.1250	0.2634	0.474563401670463	(ita,ila)	none	ita32899	705420	
ila27002	ita29104	1.9588	2.2113	0.885813774702664	(ila,ita)	AT5G57710.1	ila27002	240398	
ila36559	ita22551	0.0071	0.1458	0.0486968449931413	(ita,ila)	AT5G56130.1	ita22551	546783	
ila32699	ita5350	0.0164	0.1351	0.12139156180607	(ila,ita)	AT2G36885.1	ila32699	126914	
ila1841	ita6731	0.0178	0.0989	0.179979777553084	(ita,ila)	AT2G28120.1	ita6731	396020	
ila13711	ita15128	0.0096	0.1242	0.0772946859903382	(ita,ila)	AT3G47810.3	ita15128	552398	
ila30893	ita7987	0.0044	0.0923	0.047670639219935	(ila,ita)	AT3G09700.1	ila30893	691003	
ila11107	ita587	0.0126	0.0840	0.15	(ila,ita)	AT1G66520.1	ila11107	580437	
ila223222	ita10699	0.0193	0.1155	0.167099567099567	(ila,ita)	AT3G09580.1	ila223222	687239	
ila12766	ita9063	0.0162	0.1522	0.106438896189225	(ita,ila)	none	ita9063	700360	
ila4509	ita314	0.0181	0.1369	0.132213294375457	(ita,ila)	AT5G26710.1	ita31483	928556	
ila13287	ita21861	0.1346	0.3652	0.368565169769989	(ita,ila)	none	ita21861	862248	
ila212842	ita8645	0.0202	0.1209	0.167080231596361	(ila,ita)	none	ila212842	706301	
ila2886	ita22216	0.0392	0.1709	0.229373902867174	(ila,ita)	none	ila2886	370472	
ila32475	ita25216	0.0140	0.1002	0.139720558882236	(ita,ila)	AT4G01690.1	ita25216	696407	
ila37066	ita30862	0.0608	0.1296	0.469135802469136	(ita,ila)	none	ita30862	704261	
ila25395	ita21605	0.0001	0.0736	0.00135869565217391	(ila,ita)	AT4G14960.2	ila25395	12605	
ila33847	ita11842	0.0347	0.1506	0.230411686586985	(ita,ila)	AT1G76680.1	ita11842	241088	
ila18441	ita15977	0.0289	0.1337	0.216155572176515	(ila,ita)	none	ila18441	139722	
ila16125	ita11218	0.0221	0.1642	0.134591961023142	(ita,ila)	AT1G67680.1	ita11218	9855	
ila35819	ita28604	0.0210	0.0632	0.332278481012658	(ita,ila)	none	ita28604	702045	
ila231707	ita24720	0.0216	0.1443	0.14968814968815	(ita,ila)	AT5G47000.1	ita24720	707835	
ila36643	ita4347	0.0093	0.1852	0.0502159827213823	(ita,ila)	AT5G56760.1	ita4347	704937	
ila29664	ita7539	0.0270	0.1408	0.191761363636364	(ila,ita)	AT1G11190.1	ila29664	699493	
ila218652	ita10695	1.2702	76.3229	0.0166424493828196	(ita,ila)	none	ita10695	830729	
ila13387	ita23357	0.0312	0.1220	0.255737704918033	(ita,ila)	AT3G63310.1	ita23357	701155	
ila34833	ita29418	0.0353	0.1086	0.325046040515654	(ila,ita)	AT4G19900.1	ila34833	701982	
ila2975	ita38059	0.0210	0.1078	0.194805194805195	(ita,ila)	none	ita38059	510732	
ila31361	ita5294	0.0096	0.1179	0.0814249363867684	(ita,ila)	AT2G30070.1	ita5294	705791	
ila36112	ita30572	0.3489	0.8386	0.416050560457906	(ita,ila)	AT3G12770.1	ita30572	553049	
ila4709	ita17750	0.0120	0.1497	0.0801603206412826	(ila,ita)	AT4G19970.1	ila4709	753049	
ila10912	ita24725	0.0518	0.1487	0.348352387357095	(ila,ita)	AT1G54100.2	ila10912	5311	
ila220139	ita13700	0.0127	0.0403	0.315136476426799	(ita,ila)	AT1G22240.1	ita13700	709835	
ila228224	ita12269	0.0205	0.1162	0.176419965576592	(ita,ila)	none	ita12269	555983	
ila213016	ita8843	0.1329	0.2399	0.553980825343893	(ila,ita)	none	ila213016	22714	
ila231849	ita1425	0.0415	0.1232	0.336850649350649	(ita,ila)	AT3G21580.2	ita1425	566844	
ila32423	ita35698	0.0669	0.2446	0.273507767784137	(ita,ila)	AT1G68410.2	ita35698	750785	
ila2490	ita8218	0.0001	0.1183	0.00084530853761623	(ita,ila)	AT5G53180.1	ita8218	701476	
ila36192	ita19301	0.0401	0.1128	0.355496453900709	(ila,ita)	none	ila36192	185865	
ila7326	ita25090	0.0489	0.1523	0.32107682206172	(ila,ita)	none	ila7326	550825	
ila26746	ita10884	0.0465	0.1530	0.303921568627451	(ita,ila)	AT3G20780.1	ita10884	553552	
